rownum,cz,czname,pop2000,fips,statename,stateabbrv,,le_raceadj_q1_F,le_agg_q1_F,le_raceadj_q2_F,le_agg_q2_F,le_raceadj_q3_F,le_agg_q3_F,le_raceadj_q4_F,le_agg_q4_F,,le_raceadj_q1_M,le_agg_q1_M,le_raceadj_q2_M,le_agg_q2_M,le_raceadj_q3_M,le_agg_q3_M,le_raceadj_q4_M,le_agg_q4_M,,sd_le_raceadj_q1_F,sd_le_agg_q1_F,sd_le_raceadj_q2_F,sd_le_agg_q2_F,sd_le_raceadj_q3_F,sd_le_agg_q3_F,sd_le_raceadj_q4_F,sd_le_agg_q4_F,,sd_le_raceadj_q1_M,sd_le_agg_q1_M,sd_le_raceadj_q2_M,sd_le_agg_q2_M,sd_le_raceadj_q3_M,sd_le_agg_q3_M,sd_le_raceadj_q4_M,sd_le_agg_q4_M,,count_q1_F,count_q2_F,count_q3_F,count_q4_F,,count_q1_M,count_q2_M,count_q3_M,count_q4_M
296,21501,Minneapolis,"2,904,389",27,Minnesota,MN,,81.76,81.75,84.68,84.4,86.73,86.51,88.23,88.06,,77.38,77.16,81.16,80.82,83.91,83.6,86.4,86.16,,0.18,0.17,0.16,0.15,0.15,0.15,0.14,0.14,,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.13,,"1,042,706","1,696,719","2,241,666","2,796,513",,"1,088,032","1,581,401","2,201,620","2,722,881"
297,21502,Pine City,"41,526",27,Minnesota,MN,,81.61,81.21,83.57,83.14,86.25,85.87,87.24,87,,77.77,77.31,82.87,82.52,82.36,81.94,83.37,83.12,,0.86,0.89,0.96,1,1.16,1.22,1.57,1.64,,0.73,0.74,0.86,0.89,1.05,1.07,1.81,1.84,,"29,309","32,560","30,281","12,382",,"29,136","35,154","29,975","10,823"
298,21600,Brainerd,"141,542",27,Minnesota,MN,,83.74,83.39,86.12,85.8,87.23,86.91,88.05,87.75,,77.96,77.51,81.23,80.8,84.73,84.39,85.84,85.53,,0.46,0.48,0.49,0.52,0.52,0.54,0.71,0.75,,0.39,0.39,0.43,0.43,0.49,0.51,0.63,0.65,,"103,116","110,433","111,744","65,959",,"99,415","114,997","108,590","58,236"
299,21701,Rochester,"228,867",27,Minnesota,MN,,83.24,83.03,86.57,86.37,88.38,88.17,89.5,89.34,,78.09,77.76,82.21,81.86,85.45,85.14,86.83,86.59,,0.53,0.55,0.46,0.47,0.43,0.45,0.46,0.48,,0.45,0.46,0.44,0.46,0.41,0.43,0.45,0.47,,"93,461","147,013","202,995","191,456",,"90,594","141,143","199,832","181,210"
300,21702,Austin,"71,187",27,Minnesota,MN,,82.46,82.1,87.05,86.92,88.19,87.93,90.19,89.99,,78.64,78.34,82.02,81.75,85.9,85.63,86.11,85.76,,0.79,0.83,0.73,0.75,0.83,0.88,0.89,0.95,,0.67,0.69,0.68,0.69,0.72,0.75,1.27,1.33,,"37,483","48,935","53,862","27,752",,"37,847","56,028","51,857","24,102"
301,21801,Mason City,"78,179",19,Iowa,IA,,81.65,81.27,85.94,85.67,86.26,85.91,89.23,89.01,,75.75,75.38,83.39,83.12,84.45,84.12,85.34,84.99,,0.72,0.75,0.75,0.78,0.92,0.96,0.87,0.92,,0.58,0.58,0.61,0.62,0.75,0.78,1.14,1.19,,"43,793","58,475","62,363","30,894",,"41,133","63,562","59,330","26,911"
302,21802,Decorah,"72,111",19,Iowa,IA,,83.44,83.02,87.97,87.72,87.89,87.66,88.25,87.92,,78.56,78.09,82.6,82.24,84.45,84.15,84.4,84,,0.75,0.79,0.67,0.71,0.89,0.93,1.28,1.36,,0.64,0.65,0.68,0.69,0.83,0.85,1.33,1.37,,"36,726","52,182","57,194","24,923",,"38,342","59,081","54,116","21,622"
303,21900,Marshalltown,"113,442",19,Iowa,IA,,82.42,82.1,84.53,84.2,86.48,86.16,88.11,87.87,,75.33,74.91,80.38,79.99,83.41,83.03,85.63,85.42,,0.63,0.66,0.6,0.62,0.62,0.65,0.92,0.97,,0.49,0.49,0.51,0.52,0.6,0.62,0.84,0.87,,"56,078","81,951","94,579","50,277",,"55,519","89,792","91,960","43,969"
304,22001,Waterloo,"222,112",19,Iowa,IA,,82.31,81.83,84.74,84.31,86.76,86.39,88.89,88.69,,76.88,76.34,81.42,80.97,83.67,83.25,85.5,85.19,,0.46,0.48,0.44,0.47,0.51,0.54,0.6,0.62,,0.41,0.41,0.39,0.39,0.45,0.46,0.64,0.67,,"109,815","147,154","169,583","103,683",,"100,348","157,105","167,505","92,938"
305,22002,Iowa Falls,"29,516",19,Iowa,IA,,82.09,81.65,86.32,86.04,86.4,86,90.02,89.91,,77.32,76.93,83.51,83.2,83.23,82.83,88.61,88.44,,1.16,1.21,1.09,1.15,1.27,1.34,1.91,1.99,,0.91,0.93,0.96,1,1.14,1.18,2.22,2.3,,"15,986","22,169","23,426","9,930",,"15,555","25,220","21,606","8,459"
306,22100,Iowa City,"203,768",19,Iowa,IA,,82.14,81.89,84.78,84.48,87.23,87.03,87.32,87.09,,77.53,77.23,81.3,80.97,83.52,83.23,86.05,85.82,,0.54,0.56,0.56,0.58,0.51,0.53,0.65,0.67,,0.45,0.46,0.48,0.48,0.5,0.51,0.58,0.59,,"82,175","122,919","153,899","130,429",,"84,525","124,749","150,409","120,782"
307,22200,Cedar Rapids,"252,901",19,Iowa,IA,,82.3,81.93,85.04,84.65,86.35,86.01,89.03,88.84,,76.22,75.75,80.92,80.49,84.21,83.85,85.67,85.37,,0.45,0.46,0.44,0.45,0.45,0.47,0.53,0.55,,0.39,0.39,0.4,0.4,0.4,0.41,0.53,0.55,,"111,656","165,468","214,158","172,921",,"105,248","167,127","214,650","165,094"
308,22300,Ottumwa,"142,385",19,Iowa,IA,,82.63,82.25,85.5,85.21,86.42,86.04,87.98,87.74,,77.32,76.88,81.94,81.59,82.88,82.44,85.49,85.18,,0.51,0.53,0.51,0.53,0.67,0.7,0.86,0.9,,0.44,0.45,0.47,0.48,0.62,0.63,0.77,0.8,,"84,630","101,262","105,676","51,695",,"82,579","111,156","101,960","45,945"
309,22400,Sheboygan,"195,533",55,Wisconsin,WI,,81.91,81.76,85.4,85.06,87.28,87.01,87.07,86.8,,76.05,75.75,80.64,80.21,83.5,83.14,85.26,85,,0.51,0.53,0.49,0.51,0.46,0.48,0.76,0.79,,0.46,0.46,0.42,0.43,0.45,0.46,0.66,0.68,,"83,505","132,981","194,011","105,745",,"77,000","154,418","196,406","97,504"
310,22500,Appleton,"549,651",55,Wisconsin,WI,,81.84,81.51,85.27,84.94,86.82,86.51,87.87,87.66,,75.86,75.47,81.03,80.65,83.76,83.38,85.86,85.59,,0.3,0.3,0.3,0.31,0.3,0.31,0.4,0.41,,0.26,0.26,0.27,0.27,0.28,0.27,0.36,0.36,,"249,870","365,288","521,000","337,297",,"230,274","401,397","528,876","319,062"
311,22601,Green Bay,"310,560",55,Wisconsin,WI,,82.02,81.77,85.84,85.56,86.97,86.63,87.94,87.66,,76.94,76.67,81.71,81.34,84.59,84.23,85.24,84.92,,0.41,0.42,0.39,0.41,0.4,0.43,0.53,0.55,,0.35,0.35,0.36,0.37,0.37,0.38,0.48,0.5,,"148,541","209,657","275,992","198,687",,"144,519","223,064","274,967","188,220"
312,22602,Shawano,"65,966",55,Wisconsin,WI,,82.7,82.34,85,84.57,86.33,85.98,88.01,87.69,,78.25,77.86,82.03,81.6,84.77,84.47,86.15,85.84,,0.7,0.73,0.79,0.83,0.92,0.96,1.3,1.37,,0.66,0.67,0.71,0.73,0.76,0.78,1.14,1.2,,"42,058","48,742","48,882","19,370",,"41,078","53,054","47,064","17,379"
313,22700,Wausau,"370,092",55,Wisconsin,WI,,82.88,82.66,86.01,85.7,87.97,87.7,88.62,88.38,,77.18,76.85,82.13,81.75,84.14,83.76,86.58,86.3,,0.35,0.36,0.35,0.36,0.35,0.36,0.49,0.51,,0.31,0.31,0.31,0.31,0.34,0.35,0.43,0.45,,"185,999","255,687","326,640","183,200",,"183,723","286,442","324,077","169,601"
314,22800,Eau Claire,"305,307",55,Wisconsin,WI,,82.61,82.24,85.98,85.66,87.52,87.22,87.96,87.73,,78,77.58,82.27,81.88,84.9,84.57,85.61,85.32,,0.42,0.43,0.38,0.4,0.42,0.44,0.58,0.6,,0.34,0.34,0.37,0.37,0.37,0.38,0.57,0.59,,"156,800","208,738","248,216","140,115",,"159,576","228,859","243,178","129,497"
315,22900,La Crosse,"220,109",55,Wisconsin,WI,,82.42,82.11,85.28,84.94,86.17,85.79,89.17,88.96,,76.42,75.98,81.32,80.93,84.15,83.75,86.07,85.75,,0.44,0.45,0.46,0.48,0.55,0.57,0.59,0.62,,0.34,0.35,0.4,0.4,0.47,0.48,0.63,0.66,,"122,587","155,689","183,061","104,287",,"123,525","167,847","178,375","95,766"
316,23000,Monroe,"116,624",55,Wisconsin,WI,,81.68,81.2,85.68,85.32,87.61,87.3,88,87.79,,77.88,77.42,82.38,82,85.11,84.77,85.8,85.52,,0.57,0.59,0.58,0.61,0.62,0.65,0.87,0.92,,0.49,0.49,0.51,0.52,0.58,0.6,0.81,0.84,,"68,380","91,281","99,809","48,917",,"68,911","100,099","96,694","44,524"
317,23100,Madison,"590,755",55,Wisconsin,WI,,81.44,81.17,85.24,84.99,86.89,86.63,88.4,88.17,,76.85,76.46,81.48,81.16,83.95,83.61,86.09,85.79,,0.34,0.35,0.32,0.33,0.29,0.29,0.3,0.32,,0.29,0.29,0.29,0.29,0.29,0.29,0.32,0.32,,"237,792","379,450","497,029","492,686",,"252,361","367,065","486,085","465,486"
318,23200,Dubuque,"163,189",19,Iowa,IA,,82.87,82.48,86.11,85.77,87.73,87.45,87.59,87.31,,77.93,77.5,81.54,81.1,84.46,84.11,85.47,85.14,,0.49,0.51,0.45,0.47,0.55,0.58,0.74,0.78,,0.45,0.45,0.45,0.45,0.51,0.52,0.8,0.83,,"89,576","120,563","138,433","72,813",,"87,078","131,558","134,642","64,902"
319,23301,Charleston,"101,161",17,Illinois,IL,,79.87,79.36,84.14,83.74,85.97,85.57,88.44,88.32,,74.82,74.34,81.22,80.81,82.34,81.89,84.53,84.28,,0.61,0.62,0.67,0.69,0.77,0.81,0.95,0.99,,0.5,0.5,0.56,0.57,0.71,0.73,1.03,1.06,,"56,532","63,732","67,176","36,385",,"51,864","68,464","64,429","32,006"
320,23302,Douglas,"101,195",17,Illinois,IL,,81.97,81.53,85.01,84.63,86.36,86.02,87.61,87.35,,75.14,74.63,80,79.58,83.04,82.67,85.53,85.27,,0.59,0.61,0.62,0.65,0.74,0.78,1.13,1.18,,0.47,0.47,0.55,0.56,0.68,0.7,0.97,1,,"63,424","72,133","74,087","37,154",,"58,937","79,427","71,467","33,908"
321,23400,Bloomington,"206,909",17,Illinois,IL,,79.65,79.23,83.48,83.08,85.46,85.19,86.9,86.59,,74.49,74.04,79.46,79,82.18,81.84,85.46,85.14,,0.54,0.56,0.55,0.57,0.54,0.56,0.58,0.6,,0.42,0.42,0.48,0.49,0.5,0.51,0.52,0.54,,"81,712","112,012","149,854","159,360",,"74,373","106,828","151,337","151,952"
322,23500,Decatur,"382,083",17,Illinois,IL,,80.76,80.01,84.67,84.25,86.24,85.91,88.03,87.86,,75.37,74.59,79.92,79.43,83,82.6,86.07,85.82,,0.35,0.36,0.38,0.39,0.41,0.42,0.42,0.43,,0.29,0.29,0.32,0.32,0.36,0.37,0.41,0.43,,"192,971","230,997","265,367","206,443",,"170,681","230,902","263,451","187,548"
323,23600,Burlington,"136,489",19,Iowa,IA,,82.97,82.68,85.43,85.08,86.46,86.12,87.78,87.51,,76.3,75.89,80.24,79.78,83.37,83.01,84.38,84,,0.53,0.54,0.53,0.55,0.62,0.64,0.8,0.84,,0.44,0.44,0.45,0.46,0.56,0.57,0.98,1.01,,"83,090","97,623","104,911","47,470",,"76,262","109,690","101,957","41,168"
324,23700,Galesburg,"145,734",17,Illinois,IL,,81.79,81.33,84.21,83.8,85.56,85.24,87.15,86.88,,75.69,75.13,80.88,80.47,82.35,82.03,85.68,85.46,,0.49,0.51,0.58,0.6,0.65,0.67,1,1.04,,0.43,0.42,0.46,0.46,0.54,0.55,0.75,0.78,,"87,912","94,483","96,699","50,469",,"76,568","102,427","93,330","43,807"
325,23801,Davenport,"382,351",17,Illinois,IL,,81.15,80.67,84.4,84.11,86.13,85.85,87.3,87.13,,75.84,75.35,80.07,79.74,82.78,82.48,85.26,85.05,,0.33,0.34,0.34,0.35,0.38,0.39,0.45,0.47,,0.28,0.28,0.29,0.28,0.33,0.34,0.39,0.41,,"211,533","247,758","298,867","237,898",,"188,614","258,936","297,623","221,292"
326,23802,Clinton,"70,445",19,Iowa,IA,,81.56,81.07,85.33,85.08,86.48,86.19,87.79,87.45,,75.35,74.83,81.15,80.82,82.62,82.25,85.73,85.4,,0.7,0.72,0.7,0.73,0.82,0.86,1.23,1.29,,0.55,0.55,0.6,0.62,0.8,0.82,1.11,1.16,,"42,695","49,254","57,309","27,489",,"38,528","53,806","58,246","24,691"
327,23900,Peoria,"529,703",17,Illinois,IL,,80.13,79.57,83.88,83.5,85.6,85.26,87.41,87.19,,74.98,74.38,79.76,79.33,82.41,82.03,84.78,84.49,,0.29,0.29,0.3,0.3,0.3,0.31,0.35,0.36,,0.24,0.23,0.25,0.24,0.27,0.28,0.34,0.35,,"280,248","327,270","409,165","331,054",,"238,964","337,278","415,712","311,253"
328,24000,Kenosha,"584,474",55,Wisconsin,WI,,80.71,80.25,84.49,84.22,85.75,85.47,87.54,87.26,,75.47,74.99,79.91,79.58,82.68,82.37,84.67,84.34,,0.3,0.3,0.28,0.29,0.31,0.32,0.36,0.37,,0.26,0.25,0.25,0.25,0.27,0.27,0.32,0.33,,"289,681","373,810","481,165","381,325",,"269,638","377,947","493,969","361,583"
329,24100,Milwaukee,"1,660,659",55,Wisconsin,WI,,81.39,80.77,84.32,83.97,85.71,85.34,87.73,87.53,,75.71,75.05,80.16,79.77,83.01,82.63,85.31,85.04,,0.19,0.19,0.19,0.19,0.2,0.2,0.21,0.22,,0.16,0.15,0.17,0.16,0.17,0.17,0.2,0.2,,"750,482","991,802","1,262,563","1,223,239",,"705,921","937,570","1,237,514","1,159,588"
330,24200,Bourbonnais,"135,167",17,Illinois,IL,,81.31,80.59,83.78,83.37,85.11,84.69,86.12,85.85,,75.85,75.11,79.31,78.88,82.27,81.84,85.84,85.62,,0.54,0.55,0.59,0.62,0.61,0.64,0.88,0.91,,0.44,0.44,0.5,0.51,0.56,0.58,0.69,0.72,,"80,516","89,140","101,791","65,040",,"70,544","87,720","101,983","59,842"
331,24300,Chicago,"8,183,799",17,Illinois,IL,,82.66,82.41,83.9,83.84,85.11,85.15,87.12,87.27,,77.91,77.71,79.81,79.75,81.99,81.97,84.57,84.59,,0.11,0.09,0.1,0.09,0.1,0.09,0.11,0.09,,0.1,0.08,0.08,0.08,0.08,0.08,0.09,0.08,,"4,005,225","4,450,654","4,854,907","6,360,984",,"3,793,854","3,968,939","4,600,655","6,173,581"
332,24400,Rockford,"622,573",17,Illinois,IL,,81.04,80.69,84.06,83.67,85.34,85.05,87.56,87.36,,75.64,75.28,80.45,80.05,82.75,82.45,85.08,84.83,,0.27,0.28,0.29,0.3,0.28,0.29,0.34,0.34,,0.25,0.25,0.24,0.24,0.27,0.27,0.32,0.32,,"334,387","410,821","499,741","366,184",,"298,785","425,471","507,805","340,720"
333,24500,Rolla,"111,509",29,Missouri,MO,,81.28,81.05,83.82,83.49,84.77,84.37,88.66,88.66,,75.86,75.42,79.29,78.86,84.23,83.89,85.4,85.19,,0.53,0.54,0.67,0.69,0.79,0.82,1.07,1.08,,0.45,0.45,0.54,0.55,0.67,0.69,0.93,0.97,,"80,109","74,855","65,334","31,741",,"74,249","78,579","63,556","28,863"
334,24600,Farmington,"137,456",29,Missouri,MO,,80.84,80.36,84.01,83.61,86.31,85.97,86.64,86.47,,74.52,73.98,79.61,79.16,83.2,82.84,82.2,81.93,,0.46,0.47,0.54,0.56,0.69,0.73,0.94,0.97,,0.36,0.35,0.46,0.47,0.6,0.62,1.04,1.06,,"104,362","96,943","87,360","36,418",,"94,533","105,764","86,952","32,865"
335,24701,St. Louis,"2,325,609",29,Missouri,MO,,81.23,80.22,83.93,83.34,85.82,85.39,87.64,87.37,,75.49,74.41,79.6,78.96,82.45,81.96,84.97,84.62,,0.17,0.15,0.16,0.15,0.16,0.16,0.16,0.17,,0.14,0.12,0.14,0.13,0.15,0.15,0.16,0.15,,"1,253,132","1,481,779","1,626,769","1,742,849",,"1,098,229","1,286,771","1,575,385","1,671,381"
336,24702,Mexico,"37,989",29,Missouri,MO,,81.28,80.82,85.74,85.37,87.18,86.81,87.89,87.43,,74.77,74.25,80.85,80.4,82.3,81.85,84.91,84.41,,0.91,0.94,1.03,1.08,1.44,1.51,1.8,1.92,,0.69,0.68,0.91,0.93,1.12,1.15,1.77,1.86,,"26,103","27,660","25,055","10,213",,"24,905","29,810","23,738","8,989"
337,24801,Jacksonville,"84,748",17,Illinois,IL,,81.04,80.54,84.34,84.02,85.53,85.11,87.74,87.47,,75.29,74.76,79.7,79.31,81.37,80.91,82.95,82.61,,0.67,0.69,0.67,0.7,0.81,0.85,1.02,1.07,,0.52,0.52,0.59,0.6,0.7,0.71,0.99,1.01,,"49,162","58,714","60,172","30,657",,"46,010","62,728","58,552","26,692"
338,24802,Springfield,"267,992",17,Illinois,IL,,79.44,78.81,83.66,83.21,85.09,84.67,87.44,87.18,,74.69,74.01,79.34,78.85,81.9,81.46,84.78,84.45,,0.4,0.41,0.41,0.42,0.44,0.45,0.48,0.5,,0.35,0.35,0.35,0.36,0.4,0.4,0.49,0.5,,"134,382","181,371","214,989","185,735",,"124,975","161,288","205,447","168,462"
339,24900,Edwardsville,"382,997",17,Illinois,IL,,80.73,80.22,83.94,83.55,85.36,84.98,86.47,86.07,,74.72,74.14,79.62,79.18,82.18,81.78,84.3,83.9,,0.33,0.34,0.33,0.34,0.37,0.38,0.47,0.5,,0.28,0.27,0.3,0.29,0.32,0.33,0.42,0.43,,"209,368","247,900","300,435","225,376",,"181,420","251,731","304,285","210,471"
340,25000,Quincy,"152,421",17,Illinois,IL,,81.7,81.2,85.49,85.11,86.58,86.2,89,88.85,,75.96,75.41,81.3,80.86,83.2,82.77,85.23,84.96,,0.45,0.47,0.52,0.55,0.6,0.63,0.71,0.74,,0.42,0.42,0.46,0.47,0.55,0.56,0.8,0.83,,"96,466","106,393","106,993","52,214",,"84,367","112,966","103,638","45,833"
341,25101,Mountain Home,"64,068",5,Arkansas,AR,,81.25,80.85,85.66,85.32,87.43,87.13,87.18,86.86,,76.46,76.05,80.38,79.96,79.73,79.24,83.15,82.75,,0.6,0.62,0.69,0.72,0.74,0.78,1.24,1.31,,0.46,0.46,0.58,0.59,0.8,0.8,1.16,1.2,,"63,455","52,026","33,721","16,294",,"58,812","46,988","27,095","13,986"
342,25102,West Plains,"90,551",29,Missouri,MO,,83.68,83.33,84.98,84.58,86.21,86.02,88.93,88.65,,77.6,77.14,81.3,80.89,82.25,81.95,83.7,83.22,,0.46,0.48,0.72,0.76,1.02,1.05,1.24,1.32,,0.43,0.43,0.6,0.61,0.93,0.95,1.42,1.47,,"90,696","65,529","38,364","14,608",,"86,356","64,958","34,906","12,776"
343,25103,Harrison,"76,174",5,Arkansas,AR,,82.78,82.43,84.77,84.5,85.76,85.41,88.18,87.92,,78.32,77.93,82.21,81.93,82.82,82.43,83.9,83.51,,0.55,0.57,0.69,0.72,0.86,0.91,1.22,1.28,,0.46,0.47,0.6,0.62,0.87,0.9,1.38,1.42,,"77,113","60,001","38,228","17,711",,"76,028","58,033","33,739","15,609"
344,25104,Heber Springs,"51,737",5,Arkansas,AR,,83.32,82.98,84.2,83.82,83.8,83.28,88.75,88.55,,76.44,76.01,80.63,80.2,82.19,81.75,83.98,83.62,,0.67,0.69,0.76,0.8,1.19,1.23,1.33,1.39,,0.53,0.53,0.73,0.75,0.99,1.01,1.58,1.64,,"48,604","37,579","26,026","12,596",,"45,970","37,064","23,118","10,563"
345,25105,Batesville,"64,601",5,Arkansas,AR,,81.95,81.56,84.54,84.18,85.25,84.87,87.72,87.46,,76.21,75.8,79.94,79.49,82.15,81.74,83.48,83.04,,0.59,0.61,0.67,0.7,1.1,1.15,1.43,1.5,,0.48,0.49,0.62,0.63,0.96,0.99,1.67,1.71,,"62,078","48,623","32,926","14,654",,"57,636","48,321","30,457","13,326"
346,25200,Henderson,"151,629",21,Kentucky,KY,,80.09,79.45,83.25,82.76,85.33,84.9,86.88,86.63,,74.29,73.63,79.53,79.05,82.87,82.44,84.01,83.69,,0.44,0.46,0.54,0.56,0.62,0.64,0.86,0.89,,0.34,0.33,0.42,0.42,0.54,0.56,0.8,0.83,,"108,664","104,805","103,362","54,852",,"98,103","109,185","101,825","49,724"
347,25300,Union City,"117,387",47,Tennessee,TN,,81.63,81.04,83.82,83.35,85.62,85.19,86.93,86.57,,75.51,74.91,79.7,79.19,82.13,81.68,83.69,83.31,,0.52,0.53,0.61,0.64,0.74,0.78,1.04,1.09,,0.4,0.4,0.5,0.5,0.61,0.62,0.84,0.87,,"86,660","76,528","69,383","34,101",,"80,205","81,534","68,410","30,505"
348,25401,Paducah,"138,654",21,Kentucky,KY,,81.36,80.77,84.13,83.69,85.85,85.48,87.9,87.64,,75.03,74.39,79.71,79.23,82.81,82.43,84.78,84.46,,0.44,0.45,0.54,0.56,0.59,0.62,0.79,0.83,,0.37,0.37,0.45,0.46,0.56,0.57,0.71,0.73,,"101,541","93,062","92,724","64,633",,"88,264","93,380","93,853","59,947"
349,25402,Murray,"34,177",21,Kentucky,KY,,82.82,82.41,83.46,83.05,87.08,86.76,89.12,88.96,,75.23,74.73,79.41,78.95,82.78,82.37,84.61,84.28,,0.98,1.03,1.07,1.11,1.37,1.43,1.31,1.38,,0.76,0.77,0.92,0.93,1.17,1.21,1.81,1.86,,"22,736","22,235","19,896","12,266",,"20,262","21,576","18,759","10,764"
350,25500,Centralia,"141,040",17,Illinois,IL,,80.92,80.35,84.36,83.94,86.93,86.62,87.11,86.93,,75.29,74.67,80.82,80.39,82.89,82.51,84.99,84.74,,0.5,0.51,0.53,0.56,0.56,0.59,0.87,0.9,,0.42,0.42,0.46,0.47,0.59,0.6,0.77,0.79,,"85,350","94,301","105,879","58,877",,"76,462","102,181","103,980","53,748"
351,25601,Carbondale,"265,022",17,Illinois,IL,,81.69,81.18,85.17,84.82,87.07,86.73,87.12,86.83,,75.39,74.79,80,79.56,82.66,82.23,85.07,84.75,,0.36,0.37,0.37,0.39,0.47,0.49,0.67,0.71,,0.29,0.28,0.36,0.36,0.45,0.46,0.55,0.57,,"174,571","172,982","167,807","94,257",,"158,689","179,141","165,534","84,635"
352,25602,Harrisburg,"37,978",17,Illinois,IL,,81.04,80.56,83.16,82.74,84.66,84.17,87.37,87.16,,75.51,75.01,81.76,81.38,83.01,82.56,83.96,83.61,,0.82,0.85,1.04,1.08,1.22,1.28,2.01,2.08,,0.7,0.71,0.82,0.85,1.05,1.09,1.73,1.78,,"27,704","24,142","22,861","10,841",,"24,466","25,708","22,332","9,561"
353,25701,Cape Girardeau,"184,036",29,Missouri,MO,,81.4,80.79,84.39,83.99,86.07,85.72,88.66,88.39,,76.08,75.41,80.47,80.03,82.44,82.04,85.24,84.9,,0.4,0.42,0.51,0.52,0.6,0.62,0.72,0.77,,0.34,0.34,0.44,0.45,0.56,0.57,0.71,0.74,,"136,540","123,748","115,388","63,281",,"121,212","126,374","111,155","57,744"
354,25702,Poplar Bluff,"73,576",29,Missouri,MO,,82.27,81.82,84.22,83.83,85.06,84.75,85.49,85.21,,75.77,75.23,80.24,79.84,82.65,82.27,83.54,83.14,,0.52,0.55,0.8,0.84,0.99,1.04,1.27,1.33,,0.42,0.42,0.65,0.66,0.94,0.97,1.6,1.64,,"72,119","50,359","32,571","14,297",,"68,686","49,288","30,123","12,799"
355,25800,Blytheville,"105,181",5,Arkansas,AR,,80.52,79.54,82.72,82.22,85.47,85.01,86.94,86.65,,74.25,73.24,78.1,77.55,81.88,81.37,84.77,84.48,,0.52,0.54,0.67,0.69,0.88,0.93,1.21,1.26,,0.39,0.39,0.57,0.58,0.78,0.8,1.03,1.07,,"83,928","56,438","40,207","21,658",,"72,737","59,598","39,868","19,968"
356,25900,Jonesboro,"198,671",5,Arkansas,AR,,81.07,80.59,84.46,84.08,86.47,86.2,89.35,89.15,,74.57,74.04,78.93,78.46,81.29,80.89,83.29,82.9,,0.38,0.39,0.41,0.43,0.55,0.58,0.65,0.68,,0.31,0.3,0.39,0.39,0.55,0.56,0.76,0.78,,"156,204","139,250","103,792","55,094",,"144,766","139,343","98,746","50,817"
357,26002,Duluth,"286,544",27,Minnesota,MN,,82.06,81.64,84.86,84.49,86.61,86.24,88.74,88.53,,76.3,75.82,82.06,81.67,84.12,83.73,84.78,84.45,,0.38,0.39,0.39,0.4,0.45,0.47,0.55,0.57,,0.32,0.31,0.34,0.34,0.38,0.4,0.57,0.58,,"163,729","197,437","231,253","139,176",,"158,854","210,674","233,824","126,255"
358,26101,Moberly,"56,535",29,Missouri,MO,,81.69,81.16,85.06,84.67,87.94,87.66,86.07,85.93,,77.74,77.18,80.8,80.37,83.1,82.68,85.07,84.81,,0.69,0.71,0.85,0.88,0.87,0.91,1.73,1.78,,0.59,0.6,0.7,0.72,0.96,0.98,1.44,1.49,,"42,521","44,745","37,174","14,521",,"40,981","47,230","35,244","12,634"
359,26102,Marshall,"48,599",29,Missouri,MO,,81.06,80.62,83.96,83.53,84.63,84.15,87.79,87.47,,75.37,74.92,80,79.55,84.79,84.44,86.77,86.48,,0.76,0.79,0.97,1.01,1.21,1.26,1.81,1.9,,0.65,0.65,0.8,0.82,0.95,0.99,1.49,1.56,,"32,303","34,755","29,252","12,766",,"31,124","37,265","27,490","11,167"
360,26106,Centerville,"29,873",19,Iowa,IA,,83.22,82.83,84.04,83.65,87.49,87.14,91.28,91.16,,76.92,76.46,80.41,80.01,85.35,85.01,83.06,82.61,,1,1.05,1.15,1.2,1.45,1.53,1.49,1.57,,0.78,0.79,0.95,0.97,1.3,1.36,2.47,2.51,,"20,484","23,066","18,755","6,722",,"20,646","24,329","17,581","5,428"
361,26107,Kirksville,"38,491",29,Missouri,MO,,81.03,80.56,85.85,85.53,84.64,84.25,86.93,86.61,,77.64,77.19,81.72,81.33,82.97,82.61,83.5,83.16,,0.85,0.88,1.19,1.26,1.52,1.57,2.02,2.11,,0.77,0.78,0.94,0.97,1.34,1.38,1.98,2.03,,"25,379","24,583","18,197","9,379",,"25,218","24,411","16,703","8,151"
362,26201,Bismarck,"114,739",38,North Dakota,ND,,85.08,84.81,85.65,85.31,86.58,86.21,88.33,88.02,,77.38,76.97,82.18,81.82,84.74,84.37,86.88,86.57,,0.58,0.61,0.69,0.72,0.72,0.75,0.87,0.93,,0.52,0.53,0.55,0.57,0.61,0.63,0.81,0.85,,"58,572","77,380","106,669","76,837",,"52,788","77,150","113,502","72,087"
363,26304,Minot,"74,541",38,North Dakota,ND,,81.17,80.8,85.53,85.12,85.64,85.21,87.95,87.8,,76.92,76.55,82.26,81.84,86.04,85.7,86.52,86.26,,0.73,0.75,0.9,0.94,0.96,1.01,1.29,1.34,,0.61,0.62,0.73,0.76,0.82,0.86,1.13,1.17,,"38,330","45,559","52,841","31,518",,"35,784","51,756","54,370","29,537"
364,26410,Dickinson,"27,124",38,North Dakota,ND,,84.2,83.81,88.57,88.41,85.52,85.13,92.34,92.29,,79.32,78.9,84.23,83.92,86.31,86.05,83.01,82.56,,1.28,1.34,1.03,1.08,1.75,1.82,0.96,1.01,,1.1,1.13,1.15,1.2,1.27,1.33,2.12,2.15,,"14,985","18,136","20,490","13,088",,"14,124","20,273","21,656","12,570"
