rownum,cz,czname,pop2000,fips,statename,stateabbrv,,le_raceadj_q1_F,le_agg_q1_F,le_raceadj_q2_F,le_agg_q2_F,le_raceadj_q3_F,le_agg_q3_F,le_raceadj_q4_F,le_agg_q4_F,,le_raceadj_q1_M,le_agg_q1_M,le_raceadj_q2_M,le_agg_q2_M,le_raceadj_q3_M,le_agg_q3_M,le_raceadj_q4_M,le_agg_q4_M,,sd_le_raceadj_q1_F,sd_le_agg_q1_F,sd_le_raceadj_q2_F,sd_le_agg_q2_F,sd_le_raceadj_q3_F,sd_le_agg_q3_F,sd_le_raceadj_q4_F,sd_le_agg_q4_F,,sd_le_raceadj_q1_M,sd_le_agg_q1_M,sd_le_raceadj_q2_M,sd_le_agg_q2_M,sd_le_raceadj_q3_M,sd_le_agg_q3_M,sd_le_raceadj_q4_M,sd_le_agg_q4_M,,count_q1_F,count_q2_F,count_q3_F,count_q4_F,,count_q1_M,count_q2_M,count_q3_M,count_q4_M
147,10501,Columbus,"95,083",28,Mississippi,MS,,83.23,81.9,84.77,84.11,85.65,84.99,88.88,88.67,,76.92,75.32,80.8,80.04,83.01,82.32,85,84.57,,0.69,0.7,0.82,0.85,1.04,1.09,1.09,1.12,,0.58,0.55,0.71,0.72,0.81,0.84,1.04,1.08,,"77,393","46,456","39,675","25,940",,"60,426","51,664","39,944","23,957"
148,10502,Starkville,"105,093",28,Mississippi,MS,,83.4,82.16,85.3,84.5,87.29,86.85,89.22,88.89,,78.04,76.61,80.78,79.93,82.38,81.86,84.39,83.86,,0.66,0.67,0.72,0.75,0.9,0.93,0.86,0.92,,0.56,0.55,0.71,0.72,0.92,0.93,0.96,1,,"75,955","48,365","40,857","28,751",,"61,101","52,550","39,761","25,932"
149,10600,Jasper,"161,169",1,Alabama,AL,,81.71,81.15,84.73,84.3,84.83,84.4,85.29,84.99,,74.73,74.09,79.24,78.74,82.38,81.96,83.36,83.02,,0.39,0.41,0.48,0.5,0.65,0.67,1.02,1.06,,0.31,0.3,0.41,0.41,0.55,0.56,0.92,0.94,,"137,204","109,227","89,000","43,094",,"127,488","117,358","88,017","39,764"
150,10700,Birmingham,"1,038,182",1,Alabama,AL,,81.94,80.76,84.57,83.86,85.89,85.39,87.52,87.24,,75.46,74.15,79.34,78.55,82.12,81.56,84.8,84.46,,0.21,0.2,0.22,0.22,0.26,0.26,0.27,0.28,,0.19,0.16,0.2,0.2,0.24,0.24,0.26,0.27,,"699,632","672,067","615,105","626,946",,"581,478","597,363","586,973","599,915"
151,10801,Tuscaloosa,"261,112",1,Alabama,AL,,82.2,80.77,84.44,83.63,85.91,85.35,86.95,86.63,,75.69,74.08,80.18,79.31,82.79,82.2,84.47,84.08,,0.39,0.38,0.47,0.49,0.54,0.57,0.63,0.66,,0.33,0.3,0.41,0.42,0.48,0.49,0.65,0.68,,"199,267","140,662","126,295","96,895",,"160,292","140,046","126,590","91,964"
152,10802,Demopolis,"63,233",1,Alabama,AL,,83.91,82.28,86.4,85.4,86.64,86.13,87.53,87.19,,76.58,74.49,80.98,79.75,80.78,80.15,84.2,83.76,,0.8,0.82,0.97,1.01,1.2,1.25,1.34,1.39,,0.61,0.58,0.93,0.94,0.99,1,1.42,1.46,,"53,915","27,351","21,052","15,487",,"41,214","28,739","23,733","14,267"
153,10900,Pensacola,"623,252",12,Florida,FL,,81.97,81.57,84.53,84.26,85.49,85.21,87.56,87.39,,76.12,75.48,80.03,79.54,82.68,82.3,85.24,84.93,,0.26,0.26,0.28,0.28,0.31,0.32,0.35,0.36,,0.2,0.2,0.25,0.25,0.3,0.3,0.3,0.31,,"460,828","421,049","409,876","329,499",,"412,220","411,085","406,343","310,476"
154,11001,Mobile,"599,405",1,Alabama,AL,,82.84,81.79,84.51,83.91,85.7,85.25,87.57,87.23,,75.95,74.7,80.33,79.65,82.49,82.01,84.31,83.9,,0.25,0.24,0.29,0.3,0.32,0.34,0.38,0.39,,0.22,0.2,0.26,0.26,0.3,0.3,0.37,0.38,,"512,114","377,434","338,431","269,571",,"402,220","379,231","341,481","254,844"
155,11002,Atmore,"76,853",1,Alabama,AL,,84.22,83.11,85.11,84.41,86.13,85.69,85.46,85,,76,74.54,79.48,78.69,81.13,80.58,81.43,80.92,,0.62,0.64,0.73,0.76,0.92,0.96,1.46,1.52,,0.52,0.51,0.73,0.74,0.86,0.87,1.21,1.22,,"64,319","41,467","32,290","19,939",,"51,224","45,276","32,792","18,455"
156,11101,Montgomery,"367,927",1,Alabama,AL,,81.88,80.42,84.04,83.34,85.83,85.27,87.45,87.08,,75.21,73.53,78.68,77.82,81.47,80.85,84.52,84.07,,0.34,0.32,0.39,0.39,0.42,0.44,0.43,0.45,,0.28,0.25,0.33,0.32,0.4,0.4,0.42,0.43,,"282,922","233,522","205,419","183,111",,"227,443","208,901","198,837","171,406"
157,11102,Troy,"80,901",1,Alabama,AL,,82.9,82,83.99,83.38,88,87.71,88.07,87.75,,76.51,75.49,79.48,78.77,82.17,81.72,84.86,84.48,,0.58,0.6,0.71,0.74,0.82,0.86,1.18,1.24,,0.49,0.49,0.65,0.66,0.93,0.95,1.22,1.26,,"72,982","50,814","37,706","22,477",,"62,655","54,279","36,476","20,611"
158,11201,Bluefield,"199,334",51,Virginia,VA,,82.41,81.95,83.5,83.03,84.94,84.46,87.76,87.58,,76.31,75.8,80.12,79.66,83.18,82.75,84.66,84.39,,0.39,0.4,0.51,0.53,0.67,0.7,0.79,0.83,,0.3,0.3,0.4,0.41,0.54,0.56,0.82,0.84,,"160,679","132,671","110,105","51,905",,"149,498","137,680","107,577","48,101"
159,11202,Welch,"53,037",54,West Virginia,WV,,81.5,80.92,84.2,83.78,85.81,85.47,84.26,83.79,,75.35,74.76,79.34,78.85,82.28,81.9,88.26,88.05,,0.79,0.83,1.16,1.21,1.4,1.47,3.16,3.29,,0.58,0.59,1,1.02,1.36,1.41,2.87,2.99,,"38,415","22,968","19,760","6,540",,"38,071","24,407","20,553","5,825"
160,11203,Big Stone Gap,"84,011",51,Virginia,VA,,83.01,82.59,85.6,85.28,84.07,83.66,85.28,85.07,,76.84,76.35,81.04,80.61,85.23,84.97,84.52,84.27,,0.61,0.63,0.73,0.77,1.09,1.13,1.49,1.54,,0.48,0.49,0.73,0.75,0.91,0.94,1.28,1.32,,"63,986","49,850","42,554","18,421",,"61,746","52,398","42,029","17,251"
161,11301,Fredericksburg,"241,044",51,Virginia,VA,,81.06,80.42,84.05,83.66,85.06,84.64,87.64,87.46,,75.35,74.49,78.94,78.36,81.84,81.33,85.1,84.8,,0.5,0.51,0.52,0.53,0.49,0.51,0.42,0.43,,0.39,0.39,0.4,0.41,0.43,0.44,0.41,0.42,,"112,701","144,859","203,560","297,823",,"96,640","135,993","207,649","298,858"
162,11302,Baltimore,"2,512,431",24,Maryland,MD,,81.55,80.39,83.78,83.12,85.58,85.14,87.83,87.64,,75.6,74.3,79.59,78.85,82.22,81.72,85.23,84.96,,0.18,0.14,0.16,0.15,0.15,0.15,0.15,0.15,,0.15,0.12,0.15,0.13,0.14,0.14,0.14,0.14,,"1,238,038","1,552,082","1,668,747","2,253,482",,"1,126,386","1,281,688","1,524,111","2,177,116"
163,11303,Colonial Beach,"59,342",51,Virginia,VA,,83.22,82.23,84.86,84.21,86.03,85.6,86.95,86.63,,76.74,75.52,79.39,78.64,83.45,83.01,84.98,84.65,,0.67,0.69,0.76,0.79,0.78,0.81,1.11,1.15,,0.57,0.56,0.65,0.65,0.79,0.81,0.83,0.86,,"50,040","42,252","38,988","32,305",,"42,283","41,327","34,940","26,676"
164,11304,Washington DC,"4,632,415",11,District of Columbia,DC,,82.85,82.5,84.12,84.07,85.47,85.51,87.78,87.9,,78.05,77.47,79.96,79.65,82.33,82.13,85.95,85.85,,0.18,0.13,0.17,0.13,0.15,0.12,0.12,0.09,,0.15,0.11,0.15,0.12,0.14,0.12,0.09,0.08,,"2,000,594","2,503,105","3,069,262","5,747,037",,"1,975,014","2,207,767","2,638,073","5,611,257"
165,11401,Marquette,"121,919",26,Michigan,MI,,81.73,81.32,85.39,85.06,87.54,87.23,88.08,87.8,,76.82,76.33,81.46,81.06,84.22,83.86,85.19,84.85,,0.55,0.57,0.61,0.63,0.59,0.62,0.87,0.92,,0.45,0.46,0.51,0.52,0.58,0.6,0.92,0.95,,"77,488","86,481","99,480","52,218",,"71,169","94,099","101,559","47,609"
166,11402,Marinette,"114,408",26,Michigan,MI,,82.57,82.13,86.1,85.82,87.71,87.45,88.16,87.84,,77.69,77.25,81.09,80.68,85.01,84.68,83.88,83.46,,0.53,0.55,0.57,0.6,0.6,0.64,1.07,1.13,,0.44,0.44,0.49,0.5,0.59,0.6,1,1.03,,"80,483","91,377","91,364","38,862",,"76,040","105,027","90,006","35,530"
167,11403,Sault Ste. Marie,"57,510",26,Michigan,MI,,82.26,81.9,84.08,83.62,87.5,87.22,88.24,87.97,,76.59,76.1,82.62,82.21,83.59,83.19,86.81,86.6,,0.75,0.78,0.88,0.92,0.86,0.9,1.39,1.46,,0.63,0.64,0.7,0.72,0.87,0.9,1.13,1.18,,"39,057","39,149","37,176","16,445",,"37,581","41,627","35,247","14,130"
168,11500,Jackson,"303,839",26,Michigan,MI,,81.15,80.69,84.42,84.05,85.96,85.64,87.35,87.13,,76.08,75.57,80.46,80.06,83.17,82.85,84.48,84.2,,0.36,0.37,0.38,0.39,0.42,0.43,0.5,0.52,,0.33,0.33,0.34,0.35,0.39,0.39,0.52,0.53,,"175,736","203,952","230,899","154,166",,"154,496","208,734","231,364","145,382"
169,11600,Detroit,"5,327,827",26,Michigan,MI,,80.51,79.52,83.78,83.21,85.71,85.26,87.22,86.98,,74.83,73.8,79.55,78.92,82.19,81.68,84.58,84.25,,0.12,0.09,0.11,0.1,0.12,0.11,0.11,0.11,,0.11,0.08,0.1,0.09,0.1,0.1,0.11,0.1,,"2,881,296","3,066,443","3,410,000","3,880,282",,"2,441,300","2,649,195","3,383,739","3,874,232"
170,11700,Lansing,"447,728",26,Michigan,MI,,80.43,80.14,83.97,83.61,86.76,86.48,87.9,87.76,,75.62,75.28,80.47,80.08,83.17,82.82,86.39,86.21,,0.35,0.36,0.35,0.36,0.35,0.37,0.41,0.42,,0.3,0.3,0.31,0.31,0.33,0.33,0.34,0.35,,"215,378","284,320","336,838","293,521",,"193,421","257,547","326,628","275,298"
171,11800,Mount Pleasant,"136,888",26,Michigan,MI,,82.04,81.67,84.71,84.35,86.53,86.22,89.11,88.99,,75.67,75.26,81.37,81.02,82.45,82.11,85.85,85.63,,0.52,0.54,0.59,0.61,0.66,0.69,0.73,0.76,,0.43,0.43,0.46,0.47,0.63,0.64,0.8,0.83,,"84,569","88,926","83,410","46,951",,"76,240","93,176","79,905","43,127"
172,11900,Saginaw,"540,707",26,Michigan,MI,,81.71,81.23,84.39,84.04,86.63,86.33,87.61,87.38,,75.3,74.76,80.92,80.55,82.67,82.3,84.46,84.15,,0.24,0.25,0.29,0.3,0.32,0.33,0.38,0.4,,0.21,0.21,0.24,0.23,0.29,0.29,0.37,0.38,,"353,202","364,837","371,120","280,676",,"293,276","370,932","365,278","267,675"
173,12001,Big Rapids,"120,045",26,Michigan,MI,,81.3,80.84,84.48,84.05,86.73,86.38,87.18,86.88,,76.32,75.85,81.3,80.86,83.94,83.55,85.45,85.11,,0.52,0.53,0.57,0.6,0.64,0.67,0.92,0.97,,0.39,0.39,0.48,0.49,0.58,0.6,0.9,0.94,,"91,294","94,047","78,661","38,199",,"87,239","99,343","74,588","34,208"
174,12002,Ludington,"52,801",26,Michigan,MI,,82.25,81.86,84.48,84.12,86.5,86.18,88.84,88.6,,77.09,76.67,80.53,80.15,83.24,82.9,87.7,87.46,,0.73,0.76,0.82,0.85,1.02,1.06,1.02,1.08,,0.63,0.64,0.73,0.75,0.83,0.85,1.09,1.15,,"40,167","40,019","38,502","19,404",,"36,952","42,822","36,800","16,962"
175,12100,Kalamazoo,"509,606",26,Michigan,MI,,80.99,80.38,84.83,84.43,86.16,85.82,87.82,87.62,,75.96,75.3,80.19,79.73,83.83,83.47,85.78,85.53,,0.29,0.29,0.3,0.32,0.34,0.35,0.38,0.39,,0.25,0.25,0.28,0.28,0.3,0.3,0.35,0.36,,"280,307","319,982","353,913","282,865",,"254,629","309,732","343,692","266,285"
176,12200,Grand Rapids,"1,286,045",26,Michigan,MI,,81.79,81.32,85.24,85,86.76,86.48,88.37,88.15,,76.62,76.13,81.35,81.06,83.86,83.54,86.2,85.95,,0.21,0.22,0.21,0.21,0.22,0.22,0.24,0.25,,0.18,0.17,0.19,0.19,0.2,0.2,0.23,0.24,,"656,104","836,357","981,364","708,882",,"602,767","850,216","969,794","676,476"
177,12301,Traverse City,"154,452",26,Michigan,MI,,82.26,81.87,86.15,85.84,87.74,87.43,88.84,88.57,,77.94,77.52,82.63,82.27,83.56,83.16,86.57,86.26,,0.5,0.52,0.49,0.51,0.56,0.59,0.54,0.58,,0.43,0.43,0.47,0.48,0.56,0.57,0.62,0.65,,"107,331","124,168","127,184","90,475",,"101,019","124,188","116,801","81,778"
178,12302,Petoskey,"83,975",26,Michigan,MI,,81.92,81.43,85.25,84.89,86.82,86.47,88.51,88.24,,77.17,76.68,81.22,80.82,84.4,84.03,85.62,85.3,,0.65,0.67,0.77,0.8,0.77,0.81,0.84,0.89,,0.5,0.51,0.58,0.59,0.68,0.7,0.83,0.86,,"62,047","68,802","63,084","42,661",,"59,278","69,764","58,570","37,599"
179,12401,Alpena,"84,783",26,Michigan,MI,,82.96,82.55,84.7,84.28,87.2,86.88,88.4,88.28,,76.8,76.34,81.57,81.16,83.9,83.5,83.61,83.25,,0.51,0.53,0.63,0.66,0.71,0.74,1.07,1.11,,0.43,0.44,0.49,0.5,0.69,0.71,1.09,1.12,,"72,694","69,612","57,988","26,766",,"67,066","76,602","54,839","23,310"
180,12402,Grayling,"104,421",26,Michigan,MI,,81.6,81.18,84.81,84.43,86.64,86.34,86.02,85.71,,75.99,75.54,81.11,80.68,83.66,83.31,84.6,84.24,,0.46,0.47,0.48,0.51,0.66,0.69,0.97,1.01,,0.39,0.38,0.43,0.44,0.58,0.6,0.85,0.89,,"94,771","88,753","70,824","33,700",,"88,964","94,338","65,924","30,216"
181,12501,Dayton,"1,179,009",39,Ohio,OH,,81.04,80.33,84.21,83.69,85.84,85.45,87.52,87.22,,75.07,74.28,80.32,79.76,82.85,82.41,85.46,85.1,,0.19,0.19,0.2,0.2,0.22,0.22,0.25,0.26,,0.16,0.15,0.18,0.17,0.2,0.19,0.26,0.26,,"684,367","865,147","836,356","593,795",,"615,434","832,498","812,672","553,014"
182,12502,Washington Court House,"109,851",39,Ohio,OH,,81.16,80.63,83.56,83.11,84.21,83.71,88.33,88.19,,75.1,74.57,80.35,79.9,83.14,82.74,83.29,82.94,,0.56,0.58,0.61,0.63,0.83,0.86,0.88,0.91,,0.43,0.42,0.49,0.49,0.63,0.65,1.09,1.12,,"80,218","94,329","74,493","34,191",,"74,594","97,523","74,147","31,355"
183,12600,Wayne,"104,034",18,Indiana,IN,,80.7,80.21,83.36,82.88,85.87,85.47,87.27,86.94,,75.45,74.94,78.68,78.14,82.85,82.41,84.8,84.45,,0.54,0.56,0.6,0.63,0.71,0.75,0.99,1.05,,0.47,0.47,0.49,0.49,0.66,0.68,0.84,0.88,,"70,590","75,075","71,798","35,442",,"63,138","76,245","68,446","31,886"
184,12701,Cincinnati,"1,954,800",39,Ohio,OH,,80.54,79.74,83.56,83.06,85.2,84.73,87.36,87.1,,75.17,74.33,79.62,79.08,82.94,82.48,85.17,84.85,,0.17,0.16,0.17,0.16,0.18,0.18,0.2,0.2,,0.14,0.13,0.16,0.14,0.16,0.16,0.2,0.2,,"1,025,345","1,324,131","1,373,032","1,318,991",,"956,131","1,216,286","1,329,454","1,277,918"
185,12702,Maysville,"52,963",21,Kentucky,KY,,81.9,81.41,86.34,85.98,86.84,86.57,87.65,87.29,,76.7,76.18,79.14,78.6,82.16,81.76,80.97,80.44,,0.72,0.75,0.84,0.89,1.12,1.17,1.84,1.94,,0.57,0.58,0.73,0.74,1.11,1.13,1.59,1.58,,"46,078","37,810","29,825","14,184",,"43,855","39,864","29,432","13,023"
186,12800,Washington,"134,026",18,Indiana,IN,,81.16,80.69,84.26,83.87,87.21,86.91,86.55,86.27,,75.4,74.9,79.67,79.23,83.27,82.87,84.14,83.78,,0.53,0.55,0.55,0.57,0.52,0.55,0.77,0.8,,0.44,0.44,0.46,0.46,0.54,0.56,0.77,0.8,,"75,061","102,006","119,068","71,255",,"69,535","109,285","120,892","66,886"
187,12901,Lexington,"525,970",21,Kentucky,KY,,80.5,79.85,83.39,82.83,85.72,85.39,87.59,87.32,,75.57,74.92,80.16,79.63,82.6,82.22,85.46,85.15,,0.27,0.27,0.32,0.33,0.34,0.35,0.36,0.38,,0.24,0.24,0.27,0.28,0.32,0.33,0.35,0.37,,"314,870","356,143","355,258","314,219",,"291,487","320,741","339,752","301,571"
188,12902,Mount Sterling,"40,195",21,Kentucky,KY,,82.51,82.01,86.88,86.58,86.05,85.67,86.16,85.88,,75.7,75.16,80.76,80.29,83.21,82.83,87.65,87.49,,0.89,0.93,0.94,1,1.48,1.55,2.45,2.54,,0.62,0.63,0.89,0.92,1.25,1.29,1.49,1.56,,"34,744","29,355","22,746","9,753",,"33,140","30,449","22,704","9,075"
189,12903,Danville,"86,667",21,Kentucky,KY,,82.47,81.97,84.8,84.37,85.29,84.93,86.98,86.6,,76.48,75.93,79.86,79.35,81.86,81.43,85.02,84.66,,0.6,0.63,0.67,0.7,0.87,0.9,1.22,1.28,,0.46,0.46,0.58,0.59,0.75,0.77,1.05,1.09,,"68,399","67,803","58,945","30,131",,"65,082","67,317","56,836","27,111"
190,13000,Elizabethtown,"176,597",21,Kentucky,KY,,81.14,80.73,83.32,82.87,84.83,84.43,87.12,87.32,,75.56,75.01,80.2,79.73,82.7,82.28,83.79,83.47,,0.42,0.43,0.5,0.52,0.63,0.65,0.83,0.82,,0.35,0.35,0.41,0.41,0.55,0.57,0.87,0.89,,"128,652","129,674","123,210","62,384",,"118,843","137,413","122,554","57,217"
191,13101,Louisville,"1,100,767",21,Kentucky,KY,,80.89,80.16,83.79,83.27,85.74,85.35,87.64,87.34,,74.92,74.13,79.73,79.17,82.28,81.83,84.92,84.56,,0.2,0.2,0.21,0.21,0.23,0.24,0.26,0.27,,0.16,0.15,0.18,0.17,0.23,0.22,0.26,0.26,,"688,974","797,132","798,727","694,263",,"646,577","737,112","759,867","664,676"
192,13102,Madison,"49,985",18,Indiana,IN,,80.4,80.03,81.18,80.7,85.57,85.13,86.5,86.08,,74.58,74.15,77.84,77.41,81.07,80.57,85.89,85.54,,0.8,0.83,0.93,0.95,1.14,1.2,1.51,1.59,,0.6,0.6,0.69,0.69,0.94,0.96,1.41,1.48,,"35,273","35,980","34,427","18,086",,"32,884","38,065","34,633","16,588"
193,13103,Bardstown,"66,605",21,Kentucky,KY,,83.27,82.76,85.92,85.5,84.48,83.97,88.01,87.81,,75.87,75.29,80.24,79.71,83.52,83.11,85.47,85.21,,0.7,0.73,0.73,0.77,1.09,1.13,1.26,1.31,,0.51,0.52,0.68,0.69,0.88,0.91,1.22,1.27,,"48,634","55,428","48,626","23,044",,"47,428","57,772","48,518","22,057"
194,13200,Owensboro,"177,640",21,Kentucky,KY,,81.5,81.01,84.53,84.12,86.2,85.87,85.6,85.13,,75.61,75.08,80.25,79.79,82.32,81.93,81.96,81.45,,0.41,0.42,0.49,0.51,0.61,0.63,1,1.05,,0.35,0.35,0.42,0.42,0.51,0.52,0.84,0.85,,"125,453","122,692","120,675","61,152",,"112,518","130,043","121,318","55,996"
195,13300,Findlay,"246,623",39,Ohio,OH,,81.35,81.01,84.72,84.41,85.98,85.65,86.84,86.56,,75.71,75.37,81.07,80.73,82.39,82.01,85.33,85.05,,0.43,0.44,0.41,0.43,0.49,0.51,0.76,0.78,,0.34,0.34,0.34,0.34,0.43,0.44,0.63,0.65,,"140,611","196,594","175,635","88,716",,"125,406","211,187","177,068","82,248"
196,13400,Lima,"260,393",39,Ohio,OH,,80.95,80.5,84.88,84.43,86.37,86,86.79,86.47,,75.28,74.79,80.43,79.93,82.72,82.29,85.32,84.99,,0.42,0.42,0.39,0.41,0.46,0.48,0.73,0.76,,0.32,0.32,0.35,0.35,0.43,0.44,0.63,0.65,,"142,719","200,093","199,022","102,961",,"125,391","219,212","200,081","93,703"
197,13501,Toledo,"834,343",39,Ohio,OH,,80.79,80.23,84.19,83.78,85.86,85.5,87.51,87.25,,74.95,74.34,79.63,79.18,82.62,82.23,84.19,83.86,,0.24,0.24,0.24,0.24,0.27,0.27,0.29,0.31,,0.19,0.18,0.21,0.2,0.25,0.25,0.29,0.29,,"453,222","565,578","599,801","469,550",,"389,587","544,029","617,011","451,763"
198,13502,Defiance,"98,981",39,Ohio,OH,,81.96,81.75,84.64,84.29,86.14,85.85,89.27,89.13,,75.02,74.75,80.69,80.31,82.56,82.22,85.54,85.33,,0.65,0.67,0.63,0.66,0.71,0.75,0.78,0.82,,0.52,0.52,0.52,0.53,0.64,0.66,0.92,0.95,,"57,124","79,366","76,899","35,602",,"49,613","89,448","79,264","31,737"
199,13600,South Bend,"657,906",18,Indiana,IN,,81.14,80.53,83.58,83.11,85.85,85.48,87.44,87.17,,75.23,74.56,79.93,79.46,83.02,82.63,84.99,84.68,,0.26,0.26,0.27,0.27,0.29,0.3,0.39,0.4,,0.21,0.21,0.24,0.23,0.26,0.27,0.33,0.34,,"403,732","434,415","462,210","324,457",,"351,307","449,217","461,656","302,433"
200,13700,Concord,"372,184",18,Indiana,IN,,81.26,80.77,84.26,83.91,86.27,85.98,87.86,87.61,,75.32,74.83,80.37,80.01,81.86,81.49,84.26,83.93,,0.35,0.36,0.38,0.39,0.38,0.39,0.49,0.51,,0.28,0.28,0.31,0.31,0.36,0.37,0.49,0.51,,"213,146","259,077","261,534","141,777",,"202,595","286,499","257,964","130,568"
201,13800,Wayne,"129,528",18,Indiana,IN,,81.35,81.1,84.76,84.46,84.63,84.19,87.47,87.16,,75.1,74.84,80.05,79.68,83.24,82.86,84.27,83.88,,0.56,0.57,0.51,0.54,0.63,0.66,0.76,0.8,,0.46,0.46,0.49,0.5,0.54,0.56,0.78,0.8,,"71,079","91,907","100,275","59,246",,"63,323","102,332","99,676","54,314"
202,13900,Center,"192,308",18,Indiana,IN,,79.82,79.32,84.35,83.96,85.25,84.9,87.9,87.71,,74.43,73.89,79.48,79.04,82.46,82.08,83.68,83.34,,0.43,0.44,0.45,0.46,0.51,0.53,0.53,0.55,,0.37,0.37,0.37,0.37,0.45,0.45,0.54,0.56,,"108,809","127,763","147,014","100,353",,"95,299","130,992","148,103","95,580"
203,14000,Muncie,"415,487",18,Indiana,IN,,81.1,80.56,83.68,83.24,86.06,85.68,86.3,85.94,,73.69,73.08,80.2,79.73,82.04,81.59,84.73,84.39,,0.29,0.3,0.31,0.32,0.34,0.35,0.49,0.51,,0.23,0.22,0.27,0.26,0.32,0.32,0.42,0.43,,"259,464","281,467","280,389","171,732",,"219,211","284,867","275,131","156,602"
204,14100,Fort Wayne,"557,161",18,Indiana,IN,,81.27,80.68,84.66,84.32,85.97,85.64,88.02,87.8,,75.92,75.32,80.27,79.87,82.63,82.23,85.16,84.86,,0.3,0.3,0.29,0.29,0.31,0.32,0.35,0.37,,0.25,0.24,0.27,0.26,0.29,0.3,0.39,0.39,,"303,922","381,814","429,421","294,844",,"274,548","389,127","430,409","274,439"
205,14200,Indianapolis,"1,507,346",18,Indiana,IN,,80.56,79.78,83.57,83.12,85.61,85.2,87.41,87.09,,74.65,73.84,79.13,78.62,82.59,82.14,84.75,84.35,,0.18,0.18,0.19,0.19,0.21,0.21,0.21,0.22,,0.16,0.14,0.18,0.17,0.2,0.2,0.2,0.2,,"827,962","996,606","1,088,187","1,156,925",,"740,594","893,634","1,060,223","1,131,208"
206,14300,Columbus,"163,284",18,Indiana,IN,,80.86,80.4,83.74,83.34,85.95,85.66,86.51,86.2,,74.33,73.86,79.13,78.69,81.93,81.56,83.68,83.32,,0.48,0.5,0.47,0.49,0.56,0.59,0.74,0.77,,0.37,0.37,0.42,0.42,0.49,0.5,0.72,0.74,,"99,798","122,611","125,048","78,584",,"93,734","128,181","124,744","74,807"
207,14400,Terre Haute,"261,832",18,Indiana,IN,,79.02,78.46,83.23,82.76,84.82,84.42,87.92,87.77,,74.01,73.44,79.64,79.16,82.54,82.14,84.65,84.4,,0.36,0.36,0.42,0.43,0.45,0.47,0.63,0.66,,0.3,0.29,0.36,0.36,0.4,0.41,0.59,0.61,,"159,833","173,949","182,895","102,363",,"145,062","183,423","179,948","93,315"
208,14500,Lafayette,"347,966",18,Indiana,IN,,80.6,80.07,83.67,83.31,85.71,85.38,87.88,87.74,,74.22,73.68,79.87,79.48,82.77,82.4,84.98,84.76,,0.35,0.35,0.36,0.37,0.41,0.43,0.45,0.46,,0.28,0.28,0.31,0.31,0.36,0.37,0.47,0.49,,"185,269","213,081","239,713","158,502",,"163,662","225,220","238,481","145,412"
209,14600,Bloomington,"280,923",18,Indiana,IN,,81.44,81.04,85.25,84.9,85.58,85.26,87.88,87.61,,75.52,75.06,80.05,79.61,82.43,82.06,84.23,83.84,,0.38,0.38,0.41,0.42,0.47,0.49,0.6,0.63,,0.31,0.3,0.36,0.36,0.45,0.45,0.59,0.61,,"156,826","179,156","181,824","120,523",,"148,566","184,319","180,457","110,703"
210,14700,Evansville,"388,604",18,Indiana,IN,,81.71,81.2,84.01,83.56,85.49,85.07,87,86.73,,74.75,74.16,80.12,79.66,83.27,82.85,84.55,84.25,,0.32,0.33,0.32,0.33,0.39,0.4,0.48,0.5,,0.27,0.26,0.3,0.3,0.33,0.34,0.46,0.47,,"219,510","262,475","312,443","212,157",,"195,825","277,104","315,527","198,912"
211,14801,Olney,"55,642",17,Illinois,IL,,81.37,80.93,84.46,84.08,85.3,84.86,87.09,86.86,,75.44,74.96,80.16,79.69,83.99,83.62,86.64,86.46,,0.68,0.7,0.74,0.78,1.08,1.12,1.57,1.63,,0.57,0.57,0.69,0.71,0.9,0.93,1.17,1.21,,"38,665","41,510","39,833","17,168",,"35,031","45,840","38,371","14,896"
212,14802,Vincennes,"54,708",18,Indiana,IN,,79.45,78.91,84.81,84.49,87.18,86.89,86.97,86.6,,73.88,73.33,78.73,78.3,83.39,82.99,83.29,82.93,,0.72,0.74,0.88,0.92,0.88,0.93,1.42,1.5,,0.59,0.59,0.69,0.7,0.98,1.01,1.37,1.4,,"35,449","36,142","35,939","19,938",,"31,417","37,983","34,927","17,663"
213,14900,Gary,"675,971",18,Indiana,IN,,80.68,80.16,83.06,82.63,85.09,84.79,86.12,85.86,,74.18,73.64,78.32,77.92,81.37,81.07,83.12,82.86,,0.26,0.26,0.27,0.27,0.28,0.29,0.34,0.35,,0.22,0.21,0.22,0.22,0.24,0.24,0.3,0.3,,"385,419","408,716","511,393","415,561",,"292,335","388,831","540,849","397,761"
214,15000,Canton,"700,866",39,Ohio,OH,,82.42,81.9,85.15,84.76,86.9,86.57,88.05,87.79,,76.5,75.92,81.12,80.67,83.31,82.9,85.23,84.91,,0.24,0.24,0.23,0.23,0.27,0.28,0.4,0.41,,0.2,0.19,0.22,0.22,0.27,0.27,0.4,0.41,,"475,253","561,088","493,249","259,839",,"416,196","588,798","476,704","236,662"
215,15100,Lorain,"423,702",39,Ohio,OH,,81.04,80.75,83.69,83.32,84.94,84.56,87.58,87.31,,74.63,74.3,80.16,79.78,82.46,82.07,85.32,85.01,,0.3,0.31,0.33,0.34,0.36,0.37,0.44,0.46,,0.25,0.25,0.27,0.26,0.3,0.31,0.43,0.44,,"258,025","336,597","341,288","220,728",,"217,586","336,359","345,502","207,996"
